"etudiant_id","matricule_etudiant","nom_etudiant","prenom_etudiant","sexe_etudiant","date_naissance_etudiant","promotion_id","date_inscription_etudiant"
1461,"UPC20241461","KAPENDA","Michel","H","2002-06-24",141,"2024-10-22 15:45:00"
1462,"UPC20241462","MUKENDI","Alice","F","2003-01-13",128,"2024-10-22 17:00:00"
1463,"UPC20241463","MUTOMBO","Patrick","H","2001-03-18",129,"2024-10-23 08:15:00"
1464,"UPC20241464","MALU","Sarah","F","2003-09-05",130,"2024-10-23 09:30:00"
1465,"UPC20241465","ILUNGA","Jonas","H","2002-12-27",131,"2024-10-23 10:45:00"
1466,"UPC20241466","KASONGO","Esther","F","2004-07-02",132,"2024-10-23 12:00:00"
1467,"UPC20241467","NSITU","Jean","H","2001-11-09",133,"2024-10-23 13:15:00"
1468,"UPC20241468","MULUMBA","Chantal","F","2003-04-16",134,"2024-10-23 14:30:00"
1469,"UPC20241469","MUKUNA","Joseph","H","2002-10-21",135,"2024-10-23 15:45:00"
1470,"UPC20241470","KABILA","Nadine","F","2003-02-14",136,"2024-10-23 17:00:00"
1471,"ISIPA20241471","MALU","David","H","2001-06-11",137,"2024-10-24 08:15:00"
1472,"ISIPA20241472","ILUNGA","Sarah","F","2003-12-23",138,"2024-10-24 09:30:00"
1473,"ISIPA20241473","KASONGO","Paul","H","2002-05-08",139,"2024-10-24 10:45:00"
1474,"ISIPA20241474","MUTOMBO","Alice","F","2004-08-19",140,"2024-10-24 12:00:00"
1475,"ISIPA20241475","MUKENDI","Jean","H","2001-01-04",141,"2024-10-24 13:15:00"
1476,"ISIPA20241476","MULUMBA","Esther","F","2003-07-30",128,"2024-10-24 14:30:00"
1477,"ISIPA20241477","KAPENDA","Joseph","H","2002-09-25",129,"2024-10-24 15:45:00"
1478,"ISIPA20241478","NSITU","Patricia","F","2003-03-07",130,"2024-10-24 17:00:00"
1479,"ISIPA20241479","MALU","Jonas","H","2002-11-12",131,"2024-10-25 08:15:00"
1480,"ISIPA20241480","KABILA","Chantal","F","2004-04-18",132,"2024-10-25 09:30:00"
1481,"ISTM20241481","MULUMBA","Paul","H","2001-08-06",133,"2024-10-25 10:45:00"
1482,"ISTM20241482","MUKUNA","Alice","F","2003-05-28",134,"2024-10-25 12:00:00"
1483,"ISTM20241483","ILUNGA","Jean","H","2002-09-13",135,"2024-10-25 13:15:00"
1484,"ISTM20241484","KASONGO","Sarah","F","2004-01-31",136,"2024-10-25 14:30:00"
1485,"ISTM20241485","MUTOMBO","David","H","2001-07-17",137,"2024-10-25 15:45:00"
1486,"ISTM20241486","NSITU","Esther","F","2003-02-09",138,"2024-10-25 17:00:00"
1487,"ISTM20241487","MALU","Michel","H","2002-10-03",139,"2024-10-26 08:15:00"
1488,"ISTM20241488","KABILA","Nadine","F","2003-06-21",140,"2024-10-26 09:30:00"
1489,"ISTM20241489","MUKENDI","Patrick","H","2001-12-27",141,"2024-10-26 10:45:00"
1490,"ISTM20241490","MULUMBA","Alice","F","2003-08-14",128,"2024-10-26 12:00:00"
1491,"UCC20241491","NSITU","Joseph","H","2002-03-26",129,"2024-10-26 13:15:00"
1492,"UCC20241492","MALU","Patricia","F","2004-10-01",130,"2024-10-26 14:30:00"
1493,"UCC20241493","ILUNGA","Michel","H","2001-05-09",131,"2024-10-26 15:45:00"
1494,"UCC20241494","KASONGO","Esther","F","2003-09-18",132,"2024-10-26 17:00:00"
1495,"UCC20241495","MULUMBA","David","H","2002-07-01",133,"2024-10-27 08:15:00"
1496,"UCC20241496","MUKUNA","Chantal","F","2003-01-25",134,"2024-10-27 09:30:00"
1497,"UCC20241497","MUTOMBO","Jonas","H","2001-11-30",135,"2024-10-27 10:45:00"
1498,"UCC20241498","NSITU","Sarah","F","2004-03-13",136,"2024-10-27 12:00:00"
1499,"UCC20241499","KAPENDA","Jean","H","2002-09-16",137,"2024-10-27 13:15:00"
1500,"UCC20241500","MALU","Alice","F","2003-05-02",138,"2024-10-27 14:30:00"
1501,"UCC20241501","ILUNGA","Joseph","H","2001-06-20",139,"2024-10-27 15:45:00"
1502,"UCC20241502","KASONGO","Sarah","F","2003-08-04",140,"2024-10-27 17:00:00"
1503,"UCC20241503","MALU","David","H","2002-11-09",141,"2024-10-28 08:15:00"
1504,"UCC20241504","NSITU","Alice","F","2004-09-01",128,"2024-10-28 09:30:00"
1505,"UCC20241505","MUTOMBO","Patrick","H","2001-02-12",129,"2024-10-28 10:45:00"
1506,"UCC20241506","MULUMBA","Chantal","F","2003-05-30",130,"2024-10-28 12:00:00"
1507,"UCC20241507","MUKUNA","Jean","H","2002-09-25",131,"2024-10-28 13:15:00"
1508,"UCC20241508","KABILA","Esther","F","2003-01-07",132,"2024-10-28 14:30:00"
1509,"UCC20241509","MALU","Jonas","H","2002-06-19",133,"2024-10-28 15:45:00"
1510,"UCC20241510","KAPENDA","Nadine","F","2004-03-11",134,"2024-10-28 17:00:00"
1511,"UPC20241511","MUKENDI","David","H","2001-07-14",135,"2024-10-29 08:15:00"
1512,"UPC20241512","MULUMBA","Patricia","F","2003-02-26",136,"2024-10-29 09:30:00"
1513,"UPC20241513","NSITU","Jean","H","2002-10-03",137,"2024-10-29 10:45:00"
1514,"UPC20241514","ILUNGA","Sarah","F","2003-12-22",138,"2024-10-29 12:00:00"
1515,"UPC20241515","MALU","Patrick","H","2002-05-09",139,"2024-10-29 13:15:00"
1516,"UPC20241516","KABILA","Chantal","F","2004-07-18",140,"2024-10-29 14:30:00"
1517,"UPC20241517","MUTOMBO","Jonas","H","2001-09-30",141,"2024-10-29 15:45:00"
1518,"UPC20241518","MUKUNA","Alice","F","2003-04-02",128,"2024-10-29 17:00:00"
1519,"UPC20241519","NSITU","Michel","H","2002-08-26",129,"2024-10-30 08:15:00"
1520,"UPC20241520","MALU","Esther","F","2003-11-14",130,"2024-10-30 09:30:00"
1521,"ISIPA20241521","ILUNGA","Jonas","H","2001-03-07",131,"2024-10-30 10:45:00"
1522,"ISIPA20241522","MUTOMBO","Patricia","F","2003-09-12",132,"2024-10-30 12:00:00"
1523,"ISIPA20241523","MUKENDI","Joseph","H","2002-01-28",133,"2024-10-30 13:15:00"
1524,"ISIPA20241524","MULUMBA","Alice","F","2003-06-21",134,"2024-10-30 14:30:00"
1525,"ISIPA20241525","KASONGO","Paul","H","2001-10-16",135,"2024-10-30 15:45:00"
1526,"ISIPA20241526","NSITU","Sarah","F","2004-01-05",136,"2024-10-30 17:00:00"
1527,"ISIPA20241527","KABILA","Michel","H","2002-07-09",137,"2024-10-31 08:15:00"
1528,"ISIPA20241528","MALU","Alice","F","2003-03-27",138,"2024-10-31 09:30:00"
1529,"ISIPA20241529","ILUNGA","David","H","2002-12-04",139,"2024-10-31 10:45:00"
1530,"ISIPA20241530","KASONGO","Chantal","F","2003-05-25",140,"2024-10-31 12:00:00"
1531,"ISTM20241531","MUKUNA","Jean","H","2001-09-18",141,"2024-10-31 13:15:00"
1532,"ISTM20241532","MUTOMBO","Sarah","F","2003-08-08",128,"2024-10-31 14:30:00"
1533,"ISTM20241533","ILUNGA","Joseph","H","2002-02-20",129,"2024-10-31 15:45:00"
1534,"ISTM20241534","MALU","Patricia","F","2004-10-10",130,"2024-10-31 17:00:00"
1535,"ISTM20241535","NSITU","Michel","H","2001-06-15",131,"2024-10-31 08:15:00"
1536,"ISTM20241536","MUKENDI","Alice","F","2003-01-23",132,"2024-10-31 09:30:00"
1537,"ISTM20241537","MULUMBA","Patrick","H","2002-09-02",133,"2024-10-31 10:45:00"
1538,"ISTM20241538","KASONGO","Esther","F","2004-06-29",134,"2024-10-31 12:00:00"
1539,"ISTM20241539","KABILA","Jean","H","2001-12-15",135,"2024-10-31 13:15:00"
1540,"ISTM20241540","MALU","Nadine","F","2003-07-04",136,"2024-10-31 14:30:00"
